,Brand,Price,History,Owner,Kilometers,Fuel_Type,Last_service,Transmission,Registration,Insurance,Year of Manufacturing
382,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"₹ 4,45,899",Non-Accidental,1st Owner,"62,254 km",Diesel,Diesel,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2014,-
383,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"₹ 4,08,000",Non-Accidental,1st Owner,"53,303 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2015,-
384,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 4,27,699",Non-Accidental,2nd Owner,"35,013 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
385,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"₹ 5,26,499",Non-Accidental,1st Owner,"31,907 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Jul 2022
Zero_Dep",May 2017,-
386,2010 Honda City V AT AUTOMATIC,"₹ 3,60,299",Non-Accidental,1st Owner,"60,222 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2010,-
387,2015 Honda City SV CVT PETROL AUTOMATIC,"₹ 6,01,299",Non-Accidental,1st Owner,"48,843 km",Petrol,Petrol,AUTOMATIC,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
388,2016 Hyundai Elite i20 MAGNA 1.2 MANUAL,"₹ 5,04,899",Non-Accidental,1st Owner,"37,628 km",Petrol,Petrol,MANUAL,UP-70-x-xxxx,"Valid upto Sep 2022
3rd Party",-
389,2020 Maruti Swift VXI MANUAL,"₹ 5,66,000",Non-Accidental,1st Owner,"22,197 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2020,-
390,2013 Maruti Swift VDI MANUAL,"₹ 3,36,299",Non-Accidental,1st Owner,"45,478 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
Comp",-
391,2018 Maruti Dzire VXI MANUAL,"₹ 5,75,000",Non-Accidental,1st Owner,"23,367 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2018,-
392,2013 Hyundai Eon D LITE PLUS MANUAL,"₹ 2,14,399",Non-Accidental,1st Owner,"57,841 km",Petrol,Petrol,MANUAL,HR-29-x-xxxx,"Valid upto Sep 2022
3rd Party",-
393,2015 Hyundai Eon MAGNA PLUS MANUAL,"₹ 3,02,000",Non-Accidental,1st Owner,"20,622 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2015,-
394,2015 Renault Duster 85 PS RXL OPT MANUAL,"₹ 4,72,099",Non-Accidental,1st Owner,"52,580 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
395,2020 KIA SONET HTK+ 1.5 D AT,"₹ 11,74,099",Non-Accidental,1st Owner,"7,375 km",Diesel,Diesel,NA,CH-01-x-xxxx,"Valid upto Dec 2021
Zero_Dep",-
396,2018 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"₹ 6,30,000",Non-Accidental,1st Owner,"21,828 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2018,-
397,2017 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,21,899",Non-Accidental,1st Owner,"32,712 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Jan 2022
Zero_Dep",-
398,2010 Honda City V MT PETROL MANUAL,"₹ 2,45,000",Non-Accidental,3rd Owner,"70,813 km",Petrol + CNG,Petrol + CNG,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
399,2012 Honda City V MT SUNROOF,"₹ 4,27,899",Non-Accidental,1st Owner,"68,161 km",Petrol,Petrol,NA,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
400,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 3,67,199",Non-Accidental,1st Owner,"69,818 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
401,2019 Honda Amaze 1.2 SMT I VTEC MANUAL,"₹ 5,69,299",Non-Accidental,1st Owner,"25,334 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Mar 2022
Zero_Dep",-
402,2017 Maruti IGNIS ALPHA 1.2 K12 MANUAL,"₹ 4,84,699",Non-Accidental,1st Owner,"34,135 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Feb 2022
Third Party",January 2017,-
403,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 4,80,000",Non-Accidental,1st Owner,"10,837 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Jun 2022
Third_party",January 2017,-
404,2018 Maruti Dzire ZXI MANUAL,"₹ 5,92,999",Non-Accidental,1st Owner,"32,617 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
405,2010 Maruti Swift VXI MANUAL,"₹ 2,20,000",Non-Accidental,1st Owner,"46,441 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
406,2016 Maruti Alto 800 LXI MANUAL,"₹ 2,59,999",Non-Accidental,1st Owner,"43,279 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
407,2017 Hyundai Elite i20 ASTA 1.2 (O) MANUAL,"₹ 6,21,199",Non-Accidental,1st Owner,"30,418 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
408,2019 Tata Tiago XE 1.2 REVOTRON MANUAL,"₹ 3,73,299",Non-Accidental,1st Owner,"22,651 km",Petrol,Petrol,MANUAL,UP-15-x-xxxx,"Valid upto Sep 2022
3rd Party",-
409,2012 Maruti Swift LXI MANUAL,"₹ 2,80,999",Non-Accidental,1st Owner,"65,916 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Jan 2022
Comp",-
410,2013 Hyundai Eon MAGNA PLUS MANUAL,"₹ 2,11,299",Non-Accidental,1st Owner,"56,037 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
411,2020 Hyundai Creta SX PETROL MT MANUAL,"₹ 14,23,699",Non-Accidental,1st Owner,"10,671 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
412,2018 Maruti Alto K10 VXI MANUAL,"₹ 3,58,399",Non-Accidental,1st Owner,"3,212 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Jan 2022
Comp",-
413,2013 Maruti Swift VDI MANUAL,"₹ 3,15,199",Non-Accidental,1st Owner,"58,850 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
414,2016 Maruti Alto 800 LXI MANUAL,"₹ 2,26,699",Non-Accidental,1st Owner,"46,227 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
415,2016 Maruti Vitara Brezza VDI MANUAL,"₹ 6,28,899",Non-Accidental,1st Owner,"57,731 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Apr 2022
Third_party",-
416,2015 Honda City 1.5 E MT PETROL MANUAL,"₹ 6,10,000",Non-Accidental,1st Owner,"15,661 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2015,-
417,2011 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"₹ 2,34,399",Non-Accidental,1st Owner,"76,880 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
418,2013 Maruti Ertiga VDI ABS MANUAL,"₹ 4,82,099",Non-Accidental,1st Owner,"39,203 km",Diesel,Diesel,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
419,2012 Ford Figo 1.4 LXI DURATORQ MANUAL,"₹ 1,62,899",Non-Accidental,1st Owner,"83,736 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
420,2016 Hyundai Elite i20 ASTA 1.2 (O) MANUAL,"₹ 5,46,699",Non-Accidental,2nd Owner,"35,812 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2016,-
421,2012 Maruti Swift Dzire LXI 1.2 BS IV MANUAL,"₹ 3,65,000",Non-Accidental,1st Owner,"20,883 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2012,-
422,2014 Maruti Swift Dzire LDI BS IV MANUAL,"₹ 3,15,899",Non-Accidental,1st Owner,"56,317 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
423,2012 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"₹ 3,49,000",Non-Accidental,2nd Owner,"48,858 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2012,-
424,2016 Hyundai Elite i20 MAGNA 1.2 MANUAL,"₹ 5,03,199",Non-Accidental,1st Owner,"37,998 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
425,2014 Chevrolet Beat PS DIESEL MANUAL,"₹ 1,51,500",Non-Accidental,1st Owner,"80,707 km",Diesel,Diesel,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2014,-
426,2014 Maruti Swift LXI MANUAL,"₹ 3,93,399",Non-Accidental,1st Owner,"61,924 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Dec 2021
Comp",-
427,2010 Hyundai i10 ERA 1.1 IRDE MANUAL,"₹ 1,50,000",Non-Accidental,1st Owner,"67,593 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
428,2018 Maruti Alto 800 LXI CNG MANUAL,"₹ 3,50,000",Non-Accidental,1st Owner,"42,811 km",Petrol + CNG,Petrol + CNG,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
429,2015 Volkswagen Polo COMFORTLINE 1.2L PETROL MANUAL,"₹ 3,46,099",Non-Accidental,2nd Owner,"54,595 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Feb 2022
Comp",-
430,2009 Maruti Swift Dzire VXI MANUAL,"₹ 2,07,000",Non-Accidental,1st Owner,"44,248 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2009,-
431,2009 Maruti Alto LXI MANUAL,"₹ 1,44,599",Non-Accidental,1st Owner,"38,347 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
432,2015 Maruti Alto 800 LXI MANUAL,"₹ 2,13,399",Non-Accidental,1st Owner,"50,024 km",Petrol,Petrol,MANUAL,DL-14-x-xxxx,"Valid upto Mar 2022
Comp",-
433,2018 Tata Tiago XE 1.2 REVOTRON MANUAL,"₹ 4,55,000",Non-Accidental,1st Owner,"39,455 km",Petrol + CNG,Petrol + CNG,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2018,-
434,2012 Maruti Swift Dzire LXI 1.2 BS IV MANUAL,"₹ 3,65,000",Non-Accidental,1st Owner,"20,875 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2012,-
435,2013 Hyundai Verna FLUIDIC 1.6 SX CRDI MANUAL,"₹ 4,30,000",Non-Accidental,1st Owner,"48,260 km",Diesel,Diesel,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2013,-
436,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 2,76,099",Non-Accidental,1st Owner,"95,472 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
437,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 2,91,399",Non-Accidental,1st Owner,"75,004 km",Diesel,Diesel,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
438,2017 Maruti Alto K10 VXI MANUAL,"₹ 3,17,199",Non-Accidental,1st Owner,"37,491 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2017,-
439,2014 Maruti Swift VDI MANUAL,"₹ 3,93,000",Non-Accidental,1st Owner,"55,255 km",Diesel,Diesel,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2014,-
440,2014 Maruti Swift VDI MANUAL,"₹ 3,93,000",Non-Accidental,1st Owner,"55,255 km",Diesel,Diesel,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2014,-
441,2015 Maruti Swift Dzire LDI BS IV MANUAL,"₹ 4,02,000",Non-Accidental,2nd Owner,"52,444 km",Diesel,Diesel,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2015,-
442,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT MANUAL,"₹ 4,60,000",Non-Accidental,1st Owner,"31,430 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2016,-
443,2009 Maruti Zen Estilo VXI MANUAL,"₹ 1,65,399",Non-Accidental,1st Owner,"44,191 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
444,2013 Toyota Etios G MANUAL,"₹ 3,75,000",Non-Accidental,1st Owner,"26,159 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2013,-
445,2014 Maruti Swift VDI MANUAL,"₹ 3,29,299",Non-Accidental,1st Owner,"58,508 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
446,2018 Maruti Vitara Brezza VDI MANUAL,"₹ 7,13,499",Non-Accidental,1st Owner,"40,707 km",Diesel,Diesel,MANUAL,UP-16-x-xxxx,"Valid upto Feb 2022
Zero_Dep",-
447,2009 Maruti A Star VXI MANUAL,"₹ 1,68,599",Non-Accidental,1st Owner,"55,510 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Feb 2022
Comp",-
448,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 4,19,000",Non-Accidental,1st Owner,"30,161 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2017,-
449,2016 Renault Kwid RXT MANUAL,"₹ 2,29,899",Non-Accidental,2nd Owner,"46,028 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
450,2012 Ford Fiesta TITANIUM DIESEL MANUAL,"₹ 2,78,399",Non-Accidental,2nd Owner,"68,356 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
451,2017 Maruti IGNIS DELTA 1.2 K12 MANUAL,"₹ 3,74,299",Non-Accidental,1st Owner,"37,687 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
452,2017 Volkswagen Polo COMFORTLINE 1.2L PETROL MANUAL,"₹ 4,30,799",Non-Accidental,1st Owner,"39,168 km",Petrol,Petrol,MANUAL,DL-11-x-xxxx,"Valid upto Jun 2022
Comp",-
453,2017 Maruti Alto 800 LXI MANUAL,"₹ 2,45,000",Non-Accidental,1st Owner,"39,077 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2017,-
454,2016 Maruti Swift VDI OPT MANUAL,"₹ 4,50,199",Non-Accidental,1st Owner,"49,938 km",Diesel,Diesel,UP-16-x-xxxx,"Valid upto Feb 2022
Zero_Dep",October 2016,-
455,2018 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹ 5,91,699",Non-Accidental,1st Owner,"36,933 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Mar 2022
Comp",March 2018,-
456,2018 Renault Kwid RXL MANUAL,"₹ 2,85,999",Non-Accidental,2nd Owner,"29,623 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
457,2016 Maruti Vitara Brezza VDI MANUAL,"₹ 6,54,099",Non-Accidental,1st Owner,"33,572 km",Diesel,Diesel,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
458,2013 Toyota Innova 2.5 GX 8 STR BS IV MANUAL,"₹ 6,49,699",Non-Accidental,1st Owner,"55,401 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
459,2012 Maruti Swift VDI MANUAL,"₹ 2,97,599",Non-Accidental,2nd Owner,"67,892 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
460,2014 Maruti Wagon R 1.0 LXI MANUAL,"₹ 3,00,000",Non-Accidental,1st Owner,"55,879 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2014,-
461,2017 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹ 4,57,000",Non-Accidental,1st Owner,"5,087 km",Petrol,Petrol,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2017,-
462,2018 Renault Kwid RXT Opt MANUAL,"₹ 2,72,599",Non-Accidental,2nd Owner,"32,716 km",Petrol,Petrol,MANUAL,HR-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
463,2017 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 4,95,099",Non-Accidental,1st Owner,"42,204 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Mar 2022
Zero_Dep",-
464,2014 Volkswagen Vento COMFORTLINE MT PETROL MANUAL,"₹ 3,75,000",Non-Accidental,2nd Owner,"61,445 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2014,-
465,2017 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹ 4,71,000",Non-Accidental,1st Owner,"49,289 km",Petrol + CNG,Petrol + CNG,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2017,-
466,2015 Renault Kwid RXT MANUAL,"₹ 2,40,299",Non-Accidental,2nd Owner,"54,899 km",Petrol,Petrol,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2015,-
467,2018 Maruti Alto 800 LXI MANUAL,"₹ 2,77,499",Non-Accidental,1st Owner,"33,424 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Mar 2022
Zero_Dep",-
468,2018 Tata Tiago XM 1.05 REVOTORQ MANUAL,"₹ 3,29,000",Non-Accidental,2nd Owner,"47,293 km",Diesel,Diesel,DK-10-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2018,-
469,2014 Volkswagen Polo HIGHLINE1.2L PETROL MANUAL,"₹ 3,87,399",Non-Accidental,1st Owner,"48,947 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
470,2017 Maruti Ciaz ZETA 1.4 VVT MANUAL,"₹ 6,64,299",Non-Accidental,1st Owner,"41,182 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
471,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 4,10,000",Non-Accidental,1st Owner,"45,259 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
472,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 3,08,699",Non-Accidental,1st Owner,"65,946 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
473,2017 Tata Tiago XZ 1.2 REVOTRON MANUAL,"₹ 4,13,399",Non-Accidental,1st Owner,"86,440 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
474,2017 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 4,25,999",Non-Accidental,1st Owner,"87,865 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
475,2010 Honda City S MT PETROL MANUAL,"₹ 2,79,399",Non-Accidental,3rd Owner,"81,442 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Dec 2021
Third_party",-
476,2017 Maruti Celerio ZXI ABS AMT AUTOMATIC,"₹ 3,85,899",Non-Accidental,1st Owner,"88,442 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto May 2022
Zero_Dep",February 2017,-
477,2009 Maruti A Star VXI MANUAL,"₹ 1,38,699",Non-Accidental,3rd Owner,"60,080 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
478,2014 Maruti Swift LXI MANUAL,"₹ 3,48,899",Non-Accidental,1st Owner,"55,728 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
479,2020 Honda City V MT PETROL MANUAL,"₹ 10,12,799",Non-Accidental,1st Owner,"9,114 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2023
Zero_Dep",-
480,2010 Honda City S MT PETROL MANUAL,"₹ 2,76,399",Non-Accidental,3rd Owner,"76,740 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
481,2016 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 4,94,099",Non-Accidental,1st Owner,"49,004 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Dec 2021
Comp",December 2016,-
482,2019 Mahindra TUV300 T10 MT,"₹ 8,51,000",Non-Accidental,1st Owner,"13,290 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2019,-
483,2014 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"₹ 4,84,399",Non-Accidental,2nd Owner,"56,968 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2014,-
484,2010 Maruti Alto LXI MANUAL,"₹ 1,41,399",Non-Accidental,1st Owner,"70,239 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
485,2017 Hyundai Elite i20 ASTA 1.2 MANUAL,"₹ 5,20,199",Non-Accidental,1st Owner,"45,517 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2017,-
486,2014 Honda City S MT DIESEL MANUAL,"₹ 4,19,000",Non-Accidental,2nd Owner,"62,332 km",Diesel,Diesel,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2014,-
487,2010 Maruti Swift Dzire VXI MANUAL,"₹ 2,22,499",Non-Accidental,1st Owner,"80,042 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Dec 2021
Third_party",-
488,2019 Tata NEXON XM 1.2 MANUAL,"₹ 7,30,000",Non-Accidental,1st Owner,"11,664 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Feb 2022
Zero_Dep",January 2019,-
489,2013 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 2,87,000",Non-Accidental,1st Owner,"52,965 km",Petrol,Petrol,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2013,-
490,2015 Maruti Baleno SIGMA 1.2 K12 MANUAL,"₹ 4,39,000",Non-Accidental,1st Owner,"46,137 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2015,-
491,2017 Maruti IGNIS ZETA 1.2 K12 MANUAL,"₹ 4,51,799",Non-Accidental,1st Owner,"42,049 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Feb 2022
Third_party",-
492,2017 Maruti Celerio VXI (O) AMT AUTOMATIC,"₹ 3,70,000",Non-Accidental,1st Owner,"36,606 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2017,-
493,2010 Maruti Ritz LXI MANUAL,"₹ 2,07,399",Non-Accidental,2nd Owner,"77,639 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
494,2015 Maruti Swift LXI OPT MANUAL,"₹ 3,59,999",Non-Accidental,1st Owner,"56,109 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Dec 2021
Comp",-
495,2017 Renault Kwid RXL MANUAL,"₹ 2,80,000",Non-Accidental,1st Owner,"11,146 km",Petrol,Petrol,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2017,-
496,2012 Chevrolet Spark LT 1.0 MANUAL,"₹ 1,22,000",Non-Accidental,1st Owner,"69,228 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
497,2015 Hyundai Eon ERA PLUS MANUAL,"₹ 2,55,000",Non-Accidental,1st Owner,"29,793 km",Petrol,Petrol,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2015,-
498,2008 Maruti Alto LXI MANUAL,"₹ 1,12,799",Non-Accidental,1st Owner,"54,799 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
499,2016 Maruti Vitara Brezza VDI MANUAL,"₹ 6,50,599",Non-Accidental,1st Owner,"29,262 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
500,2014 Hyundai Eon MAGNA PLUS MANUAL,"₹ 2,15,899",Non-Accidental,1st Owner,"44,636 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
501,2014 Maruti Alto 800 LX MANUAL,"₹ 1,91,099",Non-Accidental,3rd Owner,"60,784 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2014,-
502,2017 Maruti Alto 800 VXI MANUAL,"₹ 2,68,399",Non-Accidental,1st Owner,"65,480 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
503,2019 Maruti Swift Dzire TOUR S CNG MANUAL,"₹ 4,94,000",Non-Accidental,1st Owner,"43,018 km",Petrol + CNG,Petrol + CNG,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2019,-
504,2010 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 2,02,899",Non-Accidental,1st Owner,"67,573 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Dec 2021
Comp",-
505,2015 Maruti Swift ZXI MANUAL,"₹ 3,69,099",Non-Accidental,1st Owner,"67,696 km",Petrol,Petrol,MANUAL,HR-81-x-xxxx,"Valid upto Sep 2022
3rd Party",-
506,2018 Maruti Alto 800 VXI MANUAL,"₹ 2,83,000",Non-Accidental,1st Owner,"34,375 km",Petrol,Petrol,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
507,2015 Renault Kwid RXE MANUAL,"₹ 2,35,000",Non-Accidental,1st Owner,"26,280 km",Petrol,Petrol,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2015,-
508,2016 Ford Ecosport 1.5 AMBIENTE TDCI MANUAL,"₹ 4,75,000",Non-Accidental,1st Owner,"56,731 km",Diesel,Diesel,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
